Hotel Name,Hotel Address,Price Details,Plan Title,Plan Description,Plan Prices
ファミリーロッジ旅籠屋・伊賀店,三重県 伊賀・名張,"3,046円～（消費税込3,350円～）",レギュラープラン（禁煙）,25㎡の部屋に、幅1.5m以上のクィーンサイズベッドが2台。風呂トイレ別で、足を伸ばせる浴槽、洗浄機能付きのトイレがあります。またWiFiを完備しています。駐車場は1部屋につき1台分無料です。午前7～9時まで朝軽食(コー...,"5,000円～11,000円/人（消費税込5,500円～12,100円/人）"
香落渓温泉　名香の湯　展望露天風呂　青蓮寺レークホテル,三重県 伊賀・名張,"15,300円～（消費税込16,830円～）",≪旬のぶどうが食べ放題♪≫時間無制限！小さなお子様連れファミリーにもおすすめ☆,"・‥…━━━☆・‥…━━━☆・‥…━━━☆
雄大な山々と湖畔が一望できる宿
四季折々の景色を眺めながら、温泉で癒しのひとときを
　　　　　　　・‥…━━━☆・‥…━━━☆・‥…━━━☆

時間無制限で食べ放題が楽しめる、...","13,637円/人（消費税込15,000円/人）"
香落渓温泉　名香の湯　展望露天風呂　青蓮寺レークホテル,三重県 伊賀・名張,"15,300円～（消費税込16,830円～）",【50歳以上限定】ジューシーでとろける美味しさの「伊賀牛石焼会席」に選べる嬉しい特典付き♪,"・‥…━━━☆・‥…━━━☆・‥…━━━☆
雄大な山々と湖畔が一望できる宿
四季折々の景色を眺めながら、温泉で癒しのひとときを
       ・‥…━━━☆・‥…━━━☆・‥…━━━☆

50歳以上のお客様向けに、特典が...","20,000円～23,000円/人（消費税込22,000円～25,300円/人）"
香落渓温泉　名香の湯　展望露天風呂　青蓮寺レークホテル,三重県 伊賀・名張,"15,300円～（消費税込16,830円～）",【食材厳選】美味少量会席プラン★「良質の食材を少しずつ」・・というお客様のご要望から誕生！！,"・‥…━━━☆・‥…━━━☆・‥…━━━☆
雄大な山々と湖畔が一望できる宿
四季折々の景色を眺めながら、温泉で癒しのひとときを
　　　　　　　・‥…━━━☆・‥…━━━☆・‥…━━━☆

お待たせいたしました！『良質の食...","17,000円～20,000円/人（消費税込18,700円～22,000円/人）"
ホテルルートイン伊賀上野－伊賀一之宮インター－,三重県 伊賀・名張,"4,478円～（消費税込4,925円～）",【添い寝無料】★お子様歓迎～小学生以下２名様添い寝無料★～バイキング朝食サービス～,"■プラン内容■
★小学生以下のお子様２名添い寝無料！
　ツインのお部屋最大4名様（大人2名・小学生または幼児2名）までご宿泊いただけます。
☆通常チェックアウト時刻が10：00迄のところを11：00に延長！
　お時間の許...","5,273円～7,728円/人（消費税込5,800円～8,500円/人）"
ホテルルートイン伊賀上野－伊賀一之宮インター－,三重県 伊賀・名張,"4,478円～（消費税込4,925円～）",30泊以上でマンスリープラン♪（清掃はタオル交換)コインランドリー完備＆バイキング朝食無料,"■マンスリープラン内容■
・30泊以上ご滞在のお客様限定
・お部屋のお掃除は原則は3日に1回とさせて頂きます。
 タオルは毎日交換いたしますが、
 ベッド・館内着はお出掛け時の状態のままとさせて頂きます。
・火の元、水回...","5,410円/人（消費税込5,950円/人）"
ホテルルートイン伊賀上野－伊賀一之宮インター－,三重県 伊賀・名張,"4,478円～（消費税込4,925円～）",7泊以上でウィークリープラン♪（清掃はタオル交換)コインランドリー完備＆バイキング朝食無料,"■ウィークリープラン内容■
・7泊以上ご滞在のお客様限定
・お部屋のお掃除は原則は3日に1回とさせて頂きます。
 タオルは毎日交換いたしますが、
 ベッド・館内着はお出掛け時の状態のままとさせて頂きます。
・火の元、水回...","5,728円/人（消費税込6,300円/人）"
伊賀上野シティホテル（旧上野シティホテル）,三重県 伊賀・名張,"3,500円～（消費税込3,850円～）",【楽天限定◆朝食付】シンプルステイ◆和食ビュッフェ朝食◆駐車場無料◆お子様添い寝無料◆,"■スタンダードプラン

■朝食
【営業時間】6:30～9:30（L.O.9:00）
【会場】ホテル1階レストラン「みやび」
当店の和食職人がひと手間にこだわった
自慢のお惣菜をご提供。
体にやさしい和食ビュッフェをお楽し...","6,628円～14,446円/人（消費税込7,290円～15,890円/人）"
伊賀上野シティホテル（旧上野シティホテル）,三重県 伊賀・名張,"3,500円～（消費税込3,850円～）",【楽天限定ポイント10％◆朝食付】和食ビュッフェ朝食◆駐車場無料◆上野市駅より徒歩3分◆◆,"■ポイントを賢く貯めたい方にオススメ♪
　 通常より多い10倍のポイントが貯まります。

※領収書にプラン名は記載されません

■朝食
【営業時間】6:30～9:30（L.O.9:00）
【会場】ホテル1階レストラン「み...","5,219円～10,719円/人（消費税込5,740円～11,790円/人）"
伊賀上野シティホテル（旧上野シティホテル）,三重県 伊賀・名張,"3,500円～（消費税込3,850円～）",【2連泊割引◆朝食付】地球にやさしいエコステイ◆和食ビュッフェ朝食◆駐車場無料◆お子様添い寝無料◆◆,"■2連泊以上の連泊宿泊に対応した割引プラン

■滞在中の清掃について【注意事項】
・本プランは、清掃無しのプランです。

・滞在時の客室清掃が必要な場合
別途料金「清掃代　1，000円（税込）/回」を
頂戴いたします。
...","4,400円～8,810円/人（消費税込4,840円～9,690円/人）"
秋保風雅,宮城県 秋保・作並,"9,000円～（消費税込9,900円～）",【素泊まり】チェックインは22時まで／大人の宿で気軽に夜更かしステイ＜食事なし＞,"■□■
　素泊まりプランで気軽に大人宿を愉しむ
━━━━━━━━━━━━━━━━━━━━━

予定を自由に組み立てて、仕事帰りにふらりと、
気軽に大人の宿で夜ふかしをお愉しみいただけます。
※このプランは夕朝食のご用意が...","8,000円～12,000円/人（消費税込8,800円～13,200円/人）"
秋保風雅,宮城県 秋保・作並,"9,000円～（消費税込9,900円～）",【温泉SALE】こだわりの会席料理が自慢／〆パフェやBARなど大人の夜を彩る宿＜最上級創作会席■極＞,"■□■
　　温泉SALE × 秋保風雅の最上級コース
━━━━━━━━━━━━━━━━━━━━━━

≪最大25％OFF≫
名湯秋保温泉で日々の疲れをリフレッシュ
こだわりが詰まった会席料理とここでしか
体験できない「大...","16,500円～29,450円/人（消費税込18,150円～32,395円/人）"
秋保風雅,宮城県 秋保・作並,"9,000円～（消費税込9,900円～）",【記念日プラン】大切な人との特別な時間を／デザートプレート＆グラスシャンパン付＜基本創作会席★雅＞,"■□■
　　記念日プラン
　　特別な日に、特別な空間で、特別な体験を
━━━━━━━━━━━━━━━━━━━━━━━

大切な人との特別な日を秋保風雅がお祝いいたします
記念日を彩るデザートプレートとグラスシャンパンの特...","21,000円～26,000円/人（消費税込23,100円～28,600円/人）"
仙台　秋保温泉　迎賓館　櫻離宮,宮城県 秋保・作並,"17,273円～（消費税込19,000円～）",【露天風呂なし】特典：黒毛和牛鉄板焼付♪禁煙洋室ツイン「エアウィーヴ」ビュッフェプラン,"■インターネットWEB予約限定
【2023年11月リニューアル】
櫻離宮に1室しかない洋室ツインが新しく生まれ変わりました！
客室露天風呂はございませんがゆったりお寛ぎいただける空間となっています♪
またマットレスは睡眠...","19,091円～30,910円/人（消費税込21,000円～34,000円/人）"
仙台　秋保温泉　迎賓館　櫻離宮,宮城県 秋保・作並,"17,273円～（消費税込19,000円～）",【2024年4月～】露天風呂付客室（禁煙）＆ビュッフェプラン♪,"食事はホテル瑞鳳本館にて大人気ビュッフェ♪

◇◆◇夕食◇◆◇
ジューシーで身がギッシリ詰まった「ずわい蟹」
職人が目の前で握るお鮨やお刺身、その場で揚げる天ぷらなど
旬な食材を使い味覚や視覚だけでなく、焼きあがる音や香...","30,000円～45,455円/人（消費税込33,000円～50,000円/人）"
仙台　秋保温泉　迎賓館　櫻離宮,宮城県 秋保・作並,"17,273円～（消費税込19,000円～）",2024年4月～【特典：仙台牛の鉄板焼付】露天風呂付客室（禁煙）＆ビュッフェプラン♪,"◆【インターネット予約限定】◆
ゆっくり露天風呂付客室で過ごしたい、
でも、お食事はビュッフェで好きなものを食べたい
という方へご用意したプランです。

☆特典付☆
夕食ビュッフェ時に別料理として仙台牛の鉄板焼きを
ご人...","32,728円～48,182円/人（消費税込36,000円～53,000円/人）"
仙台　秋保温泉　ホテル瑞鳳,宮城県 秋保・作並,"10,000円～（消費税込11,000円～）",【2024年10月～当館おすすめ】出来たてを手から手へ♪seasonsビュッフェプラン,"和・洋・中８０種以上の豪華ビュッフェプラン♪♪♪
出来たてを、手から手へライブ感あふれるビュッフェをお楽しみください♪


◇◆◇夕食◇◆◇
ジューシーで身がギッシリ詰まった「ずわい蟹」
職人が目の前で握るお鮨やお刺身、...","14,546円～26,364円/人（消費税込16,000円～29,000円/人）"
仙台　秋保温泉　ホテル瑞鳳,宮城県 秋保・作並,"10,000円～（消費税込11,000円～）",【2024年10月～特典：仙台牛鉄板焼】seasonsビュッフェプラン,"☆特典付☆
夕食ビュッフェ時に別料理として仙台牛の鉄板焼きを
ご人数分テーブルにお持ち致します。アツアツの焼きたて仙台牛をご堪能下さい♪
※仙台牛の鉄板焼きは、食べ放題ではありません
※お一人様に「仙台牛の鉄板焼き」がお...","17,273円～29,091円/人（消費税込19,000円～32,000円/人）"
仙台　秋保温泉　ホテル瑞鳳,宮城県 秋保・作並,"10,000円～（消費税込11,000円～）",【2024年10月～特典：仙台黒毛和牛タン握り】seasonsビュッフェプラン,"☆特典付☆
市場にほとんど出回ることのない、かなりの希少部位である「仙台黒毛和牛タン」
お客様より多くのリクエストにお応えして、当館独自の特別なルートで確保しました！！
この厳選仙台黒毛和牛タンを、板前による握り寿司でご...","17,273円～29,091円/人（消費税込19,000円～32,000円/人）"
秋保温泉　秋保グランドホテル,宮城県 秋保・作並,"8,000円～（消費税込8,800円～）",【期間限定：酒旅！飲み放題プラン】夕食時90分飲み放題付♪好きなだけ食べて飲んで大満足！ビュッフェ,"【ご宿泊ご検討のお客様へ】

◎令和6年11月5日（火）～令和6年12月20日（金）までの期間
別館大浴場「伊達の湯・三春の湯」の修繕工事をさせて頂く運びとなりました。
期間中は「伊達の湯・三春の湯」は営業を終日停止させ...","15,000円～17,500円/人（消費税込16,500円～19,250円/人）"
秋保温泉　秋保グランドホテル,宮城県 秋保・作並,"8,000円～（消費税込8,800円～）",【期間限定：武田の笹かまぼこ×秋グラ】ビュッフェに笹かまぼこ焼き体験が付いて大満足。蟹も食べ放題,"【ご宿泊ご検討のお客様へ】

◎令和6年11月5日（火）～令和6年12月20日（金）までの期間
別館大浴場「伊達の湯・三春の湯」の修繕工事をさせて頂く運びとなりました。
期間中は「伊達の湯・三春の湯」は営業を終日停止させ...","13,500円～14,500円/人（消費税込14,850円～15,950円/人）"
秋保温泉　秋保グランドホテル,宮城県 秋保・作並,"8,000円～（消費税込8,800円～）",【期間限定：和牛の石焼き付】豪華ビュッフェに“和牛の石焼き”が付いて大満足♪蟹や握り鮨も食べ放題！,"【ご宿泊ご検討のお客様へ】

◎令和6年11月5日（火）～令和6年12月20日（金）までの期間
別館大浴場「伊達の湯・三春の湯」の修繕工事をさせて頂く運びとなりました。
期間中は「伊達の湯・三春の湯」は営業を終日停止させ...","15,000円～16,000円/人（消費税込16,500円～17,600円/人）"
ＴＡＯＹＡ秋保,宮城県 秋保・作並,"14,637円～（消費税込16,100円～）",【早宿45】45日前のご予約でお得！1泊2食付 基本バイキングプラン,"WEB予約限定！45日前までのご予約でお得に宿泊！
室数に限りがあるので、ご予約はお早めに！

■秋保エリアについて
仙台中心部からもほど近い、歴史ある静かな温泉地で奥州三名湯の1つとして数えられます。開湯より千年以上の...","17,669円～29,482円/人（消費税込19,435円～32,430円/人）"
ＴＡＯＹＡ秋保,宮城県 秋保・作並,"14,637円～（消費税込16,100円～）",【楽天月末セール】1泊2食付 基本バイキング,"ライブ感溢れるレストランで出来たての味わいを。
美味しさはもちろん、目の前で料理が出来上がるライブ感を堪能できます。
レストランの席はゆとりのある配置になっているので、ゆっくりと食事やおしゃべりをお楽しみください。

■...","17,669円～29,482円/人（消費税込19,435円～32,430円/人）"
ＴＡＯＹＡ秋保,宮城県 秋保・作並,"14,637円～（消費税込16,100円～）",【スタンダードプラン】奥州三名湯の秋保温泉とオールインクルーシブ 1泊2食付 創作バイキング,"ゆったりとたおやかに、奥州三名湯・秋保温泉で非日常をお楽しみください。

■オールインクルーシブ■
～無料サービスで気兼ねなく、ゆったりとお過ごしください～
夕食時のアルコール、ウェルカムドリンクや湯上りサービス、お夜食...","20,364円～42,637円/人（消費税込22,400円～46,900円/人）"
Ｔａｂｉｓｔ　たつみビジネスホテル　松阪,三重県 松阪,"2,782円～（消費税込3,060円～）",★素泊まり★ 松阪駅より徒歩にて10分！松坂での観光、ビジネスの際の拠点に（通年）,"松阪駅・コンビニ・飲食店も近くにあります！
ビジネスや観光の拠点としてお値打ち価格でお泊まりください！


※みえ安心おもてなし認証（三重県発行）を取得しています。
安心してお泊まり頂ける様、コロナ対策をしっかり行なって...","3,091円～4,819円/人（消費税込3,400円～5,300円/人）"
Ｔａｂｉｓｔ　たつみビジネスホテル　松阪,三重県 松阪,"2,782円～（消費税込3,060円～）",【早割30】★素泊まり★30日前までの予約でお得に泊まれるプラン！ 松阪駅より徒歩にて10分（通年）,"松阪駅・コンビニ・飲食店も近くにあります！
ビジネスや観光の拠点としてお値打ち価格でお泊まりください！


※みえ安心おもてなし認証（三重県発行）を取得しています。
安心してお泊まり頂ける様、コロナ対策をしっかり行なって...","2,782円～4,746円/人（消費税込3,060円～5,220円/人）"
Ｔａｂｉｓｔ　たつみビジネスホテル　松阪,三重県 松阪,"2,782円～（消費税込3,060円～）",【楽天月末セール】★素泊まり★ 松阪駅より徒歩にて10分！松坂での観光、ビジネスの際の拠点に,"松阪駅・コンビニ・飲食店も近くにあります！
ビジネスや観光の拠点としてお値打ち価格でお泊まりください！


※みえ安心おもてなし認証（三重県発行）を取得しています。
安心してお泊まり頂ける様、コロナ対策をしっかり行なって...","2,937円～4,578円/人（消費税込3,230円～5,035円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　松阪,三重県 松阪,"3,091円～（消費税込3,400円～）",【連泊プラン（フル清掃）】連泊におすすめ！毎日フル清掃★軽食＆ホットドリンク付【駐車場至近＆無料】,"《3連泊以上のご滞在におすすめ！毎日フル清掃プラン♪》
ビジネスやレジャーに！プライベートな空間でくつろぎの時間を♪

■特典：3連泊以上宿泊のお客様限定 特別価格

◇◇ご連泊のお客様へ「客室清掃」のご案内◇◇
このプ...","3,455円～6,728円/人（消費税込3,800円～7,400円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　松阪,三重県 松阪,"3,091円～（消費税込3,400円～）",【連泊プラン（エコ清掃）】ECOでお得な連泊割！軽食＆ホットドリンク付【駐車場至近＆無料】,"《3連泊以上のご滞在におすすめ！エコ清掃で地球にやさしい》
ビジネスやレジャーに！プライベートな空間でくつろぎの時間を♪

■特典：3連泊以上宿泊のお客様限定 特別価格

◆◆ご連泊のお客様へ「エコ清掃」のご案内◆◆
こ...","3,091円～6,364円/人（消費税込3,400円～7,000円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　松阪,三重県 松阪,"3,091円～（消費税込3,400円～）",【モニタープラン】室数限定！口コミ投稿でお得にステイ★軽食＆ホットドリンク付【駐車場至近＆無料】,"≪是非お客様の声お聞かせください★室数限定口コミ投稿プラン≫
口コミ投稿をお約束頂ける方限定のお得なプランです。
皆様の貴重なご意見を基に、今後もより一層サービスの向上に努めて参ります。
ご宿泊中のご感想を是非お聞かせ下...","3,091円～6,364円/人（消費税込3,400円～7,000円/人）"
松阪わんわんパラダイス　森のホテルスメール,三重県 松阪,"8,837円～（消費税込9,720円～）",【ペットと一緒】≪スタンダード「会席」プラン≫清流の川魚と季節の食材を味わう,"スタンダードな会席料理です。
全客室から眺望できる癒しの大自然と、天然温泉「香肌の黄金湯」で寛ぎのお時間をお過ごしください。

リニューアルをしたドッグラン（dog park）で、新鮮な空気を吸いながら自由に走り回ること...","19,428円～30,428円/人（消費税込21,370円～33,470円/人）"
松阪わんわんパラダイス　森のホテルスメール,三重県 松阪,"8,837円～（消費税込9,720円～）",【ペットと一緒】≪食事なしプラン≫過ごし方自由なシンプルステイ,"遅い到着の方、長期滞在のお客様にオススメ！
気軽に温泉リゾートのご宿泊を満喫したい方にぴったりのプランです。
全客室から眺望できる癒しの大自然と、天然温泉「香肌の黄金湯」で寛ぎのお時間をお過ごし下さい。

リニューアルを...","13,510円～17,010円/人（消費税込14,860円～18,710円/人）"
松阪わんわんパラダイス　森のホテルスメール,三重県 松阪,"8,837円～（消費税込9,720円～）",【温泉SALE】≪スタンダード「会席」プラン≫清流の川魚と季節の食材を味わう,"スタンダードな懐石コースです。
全客室から眺望できる癒しの大自然と、天然温泉「香肌の黄金湯」で寛ぎのお時間をお過ごしください。

【夕食内容】　スメール懐石
豚肉のお料理やお造りのついた懐石料理でございます。
季節の食材...","14,091円/人（消費税込15,500円/人）"
東横ＩＮＮ伊勢松阪駅前,三重県 松阪,"3,366円～（消費税込3,702円～）",★【当日24時以降もご予約OK！】禁煙エコノミーツイン,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","4,582円/人（消費税込5,040円/人）"
東横ＩＮＮ伊勢松阪駅前,三重県 松阪,"3,366円～（消費税込3,702円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 喫煙エコノミーツイン,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","4,582円～4,800円/人（消費税込5,040円～5,280円/人）"
東横ＩＮＮ伊勢松阪駅前,三重県 松阪,"3,366円～（消費税込3,702円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 喫煙キングダブル,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","4,582円～4,800円/人（消費税込5,040円～5,280円/人）"
スーパーホテル松阪,三重県 松阪,"3,182円～（消費税込3,500円～）",【楽天ポイント10倍プラン】朝食付♪駐車場有♪松阪牛焼肉屋徒歩１０秒♪●無料Wi-Fi●,"●●●楽天ポイントを貯めて賢く出張!!●●●
       ★★★嬉しいポイント10倍プラン!★★★

●ポイント利用された場合の領収書はポイント利用分をひいた金額での発行となります。

◆◆◆◆◆◆全室に無料WiFi導...","3,650円～5,550円/人（消費税込4,015円～6,105円/人）"
スーパーホテル松阪,三重県 松阪,"3,182円～（消費税込3,500円～）",【楽天ポイント6倍プラン】朝食付♪駐車場有♪松阪牛焼肉屋徒歩１０秒♪●無料Wi-Fi●,"●●●楽天ポイントを貯めて賢く出張!!●●●
       ★★★嬉しいポイント6倍プラン!★★★

●ポイント利用された場合の領収書はポイント利用分をひいた金額での発行となります。

◆◆◆◆◆◆全室に無料WiFi導入...","3,519円～5,355円/人（消費税込3,870円～5,890円/人）"
スーパーホテル松阪,三重県 松阪,"3,182円～（消費税込3,500円～）",【楽天ポイント4倍プラン】朝食付♪駐車場有♪松阪牛焼肉屋徒歩１０秒♪●無料Wi-Fi●,"●●●楽天ポイントを貯めて賢く出張!!●●●
       ★★★嬉しいポイント4倍プラン!★★★

●ポイント利用された場合の領収書はポイント利用分をひいた金額での発行となります。

◆◆◆◆◆◆全室に無料WiFi導入...","3,455円～5,255円/人（消費税込3,800円～5,780円/人）"
ホテルルートイン松阪駅東,三重県 松阪,"5,500円～（消費税込6,050円～）",◆◇隣同士or目の前付近の部屋確約◇◆隣同士or目の前付近だから行き来も簡単♪ツイン満室時に！,"。°+°。°+　°。°。°+°。°+　°。°。°+°。°+　°。°+　

二人で泊まりたいのにツインが満室な時・・・
お友達だから、隣同士に部屋を用意して欲しい・・・
　
そんなお客様のご要望にお応えします！！！
　　
...","6,319円～7,364円/人（消費税込6,950円～8,100円/人）"
ホテルルートイン松阪駅東,三重県 松阪,"5,500円～（消費税込6,050円～）",【添い寝無料】★ファミリープラン★小学生以下お子様添い寝無料♪♪,"お休みのご予定はお早めに★☆★
レジャーやお食事にお金をかけるために…宿は安いプランが定番です！！
そんなファミリー様を応援するのがこちらのプラン♪
もちろん！女子グループ、カップルも大歓迎です！

①小学生以下のお子様...","5,500円～6,546円/人（消費税込6,050円～7,200円/人）"
ホテルルートイン松阪駅東,三重県 松阪,"5,500円～（消費税込6,050円～）",◆提携飲食店の共通夕食金券お一人様1000円分付き◆松阪探訪！グルメプラン☆,"※コロナウイルスの影響で休業や、営業時間短縮をされている可能性がございます。※

■ホテル周辺提携飲食店のお食事券付き■
周辺の飲食店にて共通で使えるお食事券1000円分（お１人様あたり）をお渡し致します。

松阪といえ...","7,228円～8,273円/人（消費税込7,950円～9,100円/人）"
ホテルエコノ多気,三重県 松阪,"2,773円～（消費税込3,050円～）",【21日前早期割引◆無料朝食付】勢和多気ICより車で約10分◆駐車場76台無料◆,"■21日前までのご予約限定での割引プラン

■朝食のご案内
【提供時間】6:30～9:00
ホテルエコノ自慢の無料朝食「エコモニ」
パン・ご飯・味噌汁・卵料理・ウインナー等
種類豊富な和洋メニューのバイキングです。

※...","4,637円～7,819円/人（消費税込5,100円～8,600円/人）"
ホテルエコノ多気,三重県 松阪,"2,773円～（消費税込3,050円～）",【ロングステイ◆無料朝食付】14時イン＆11時アウト◆駐車場76台無料◆◆,"□■━━━━━━━━━━
お部屋でゆっくり過ごしたい方にオススメ！
お部屋にお荷物を置いたままお出掛け後、
レイトチェックアウトもできちゃいます♪
━━━━━━━━━━□■

【特典】
通常15：00⇒14：00アーリー...","5,046円～6,455円/人（消費税込5,550円～7,100円/人）"
ホテルエコノ多気,三重県 松阪,"2,773円～（消費税込3,050円～）",【スタンダード◆無料朝食付】シンプルステイ◆勢和多気ICより車で約10分◆駐車場76台無料◆,"■スタンダードプラン

■朝食のご案内
【提供時間】6:30～9:00
ホテルエコノ自慢の無料朝食「エコモニ」
パン・ご飯・味噌汁・卵料理・ウインナー等
種類豊富な和洋メニューのバイキングです。

※朝食ご提供人数によっ...","4,910円～8,364円/人（消費税込5,400円～9,200円/人）"
松阪シティホテル,三重県 松阪,"2,773円～（消費税込3,050円～）",【3日前早期割引◆朝食付】松阪牛スジ入りカレーが人気のビュッフェ朝食付き◆,"■3日前までのご予約限定での割引プラン

■朝食のご案内
【営業時間】6:30～9:30
自慢の『松阪牛すじ入りカレー』とお好みの
アレンジメニューがお楽しみいただける和洋ビュッフェです。
バラエティ豊かなメニューをお楽...","5,273円～8,455円/人（消費税込5,800円～9,300円/人）"
松阪シティホテル,三重県 松阪,"2,773円～（消費税込3,050円～）",【21日前早期割引◆素泊まり】松阪駅JR側改札より徒歩2分◆,"■21日前までのご予約限定での割引プラン

■こちらのプランは食事なしの素泊まりプランです。

■朝食のご案内
【営業時間】6:30～9:30
自慢の『松阪牛すじ入りカレー』とお好みの
アレンジメニューがお楽しみいただけ...","4,637円/人（消費税込5,100円/人）"
松阪シティホテル,三重県 松阪,"2,773円～（消費税込3,050円～）",【楽天限定ポイント10％◆素泊まり】松阪駅JR側改札より徒歩2分◆,"■ポイントを賢く貯めたい方にオススメ♪
　 通常より多いポイントが貯まります。

※領収書にプラン名は記載されません

■こちらのプランは食事なしの素泊まりプランです。

■朝食のご案内
【営業時間】6:30～9:30
...","5,455円～9,364円/人（消費税込6,000円～10,300円/人）"
エースイン・松阪,三重県 松阪,"2,910円～（消費税込3,200円～）",【 早期割９０】９０日以上前のご予約☆得する一押しプラン【 ビジネスに観光に】朝食無料,"９０日前までの予約なら断然お得。

予定が早くから決まっているお客様は必見。 
お早目のご決断毎度ありがとうございます。

インターネット限定のお得な早期割りプランです。

早期割りが超お得！
早期割りならでは特別料金で...","2,819円～3,364円/人（消費税込3,100円～3,700円/人）"
エースイン・松阪,三重県 松阪,"2,910円～（消費税込3,200円～）",【日祝限定】ハッピーホリデープラン【最安値プラン】♪朝食無料,"見つけた人は本当にラッキー♪日曜日・祝祭日を特別プライスで宿泊頂くプランです♪ビジネスはもちろんレジャーにもご利用頂ける大変お得なプランです！

ご存じですか？式年遷宮が完了した伊勢神宮の125社巡りのスタートの神麻続機...","3,091円～3,273円/人（消費税込3,400円～3,600円/人）"
エースイン・松阪,三重県 松阪,"2,910円～（消費税込3,200円～）",【1ヶ月前の予約限定】【早期割30】早期予約☆超得する一押しプラン♪朝食無料　【さき楽】,"早期割りならでは特別料金でご提供させていただいております。
お部屋数限定でございます。お申し込みはお早めに！

◎もちろん、当館自慢の『20種類のウェルカムドリンクサービス』も皆様をお待ちしております。
　→18:00～...","3,000円～3,728円/人（消費税込3,300円～4,100円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　甲賀,滋賀県 信楽・甲賀,"3,546円～（消費税込3,900円～）",【連泊プラン（エコ清掃）】ECOでお得な連泊割！軽食＆ホットドリンク付【駐車場至近＆無料】,"《3連泊以上のご滞在におすすめ！エコ清掃で地球にやさしい》
ビジネスやレジャーに！プライベートな空間でくつろぎの時間を♪

■特典：3連泊以上宿泊のお客様限定 特別価格

◆◆ご連泊のお客様へ「エコ清掃」のご案内◆◆
こ...","3,546円～7,455円/人（消費税込3,900円～8,200円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　甲賀,滋賀県 信楽・甲賀,"3,546円～（消費税込3,900円～）",【スタンダード】ビジネスや観光の拠点に♪軽食＆ホットドリンク付【駐車場至近＆無料】,"《シンプルステイ★プランに迷ったらこれ！》
ビジネス＆観光の拠点にも最適♪

◆◆ご連泊のお客様へ「エコ清掃」のご案内◆◆
このプランでご連泊される場合は「エコ清掃」となります。
毎日のフル清掃をご希望される3連泊以上の...","3,728円～7,637円/人（消費税込4,100円～8,400円/人）"
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　甲賀,滋賀県 信楽・甲賀,"3,546円～（消費税込3,900円～）",【連泊プラン（フル清掃）】連泊におすすめ！毎日フル清掃★軽食＆ホットドリンク付【駐車場至近＆無料】,"《3連泊以上のご滞在におすすめ！毎日フル清掃プラン♪》
ビジネスやレジャーに！プライベートな空間でくつろぎの時間を♪

■特典：3連泊以上宿泊のお客様限定 特別価格

◇◇ご連泊のお客様へ「客室清掃」のご案内◇◇
このプ...","3,910円～7,819円/人（消費税込4,300円～8,600円/人）"
ホテルルートイン甲賀水口　－国道１号－,滋賀県 信楽・甲賀,"4,455円～（消費税込4,900円～）",早割10日前プラン【WOWOW視聴可能・バイキング朝食・Wi-Fi完備・大浴場完備・駐車場無料】,"◎◎＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝◎◎
10日前までにご予約のお客様に適用される割引プランです
◎◎＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝◎◎

【ご予約時の注意】
本プランはご予約後、10日前から当...","4,705円～9,714円/人（消費税込5,175円～10,685円/人）"
ホテルルートイン甲賀水口　－国道１号－,滋賀県 信楽・甲賀,"4,455円～（消費税込4,900円～）",ルートイングループ共通お食事券1000円付プラン【WOWOW視聴可能・バイキング朝食・駐車場無料】,"1泊1名様に付きルートイングループ共通お食事券（1000円）が付くプランです
出張先のホテルで仕事を終えた後、ご夕食に！
たくさん貯めて、家族や仲間と飲み会に！
ビジネスに旅行に色々なシーンでご利用頂けます！

≪ホテル...","5,864円～8,864円/人（消費税込6,450円～9,750円/人）"
